VPD_kPa,GPP,Gs_mol,SWC
1.9404,2.00562,0.00479297,5.232
1.7967,0.560797,0.000897661,2.83
1.1056,0.268962,0.00182514,4.785
0.8263,0.142945,0.003432994,8.087
1.1772,0.192579,0.001112393,5.018
1.2559,0.147224,0.001169634,3.909
1.3315,0.44272,0.002760913,5.666
1.8132,0.958089,0.002115953,2.978
2.4708,0.677,0.001108063,2.312
3.4055,0.229586,0.000664809,1.826
2.1126,1.268,0.005139392,6.262
1.6982,2.59,0.005627471,5.225
1.5138,2.01143,0.006096893,6.451
1.6073,1.13609,0.003789206,5.781
1.2064,0.455393,0.00113982,3.646
0.7128,0.0804908,0.003448614,8.079
2.0302,0.406871,0.002294534,4.108
3.1341,0.297836,0.001609952,4.22
1.4102,5.6747,0.01420519,11.152
1.3076,5.51638,0.013053825,8.759
1.7558,3.40935,0.007764867,7.603
1.8797,0.614362,0.002109419,4.12
1.2721,0.17501,0.001425305,5.51
0.8471,0.0986433,0.003442917,11.765
1.1957,0.282562,0.003428765,13.349
1.4288,0.599176,0.002471919,5.686
1.7097,0.312671,0.001490484,3.896
2.3927,0.5123,0.001977819,4.547
2.4845,0.506943,0.001337141,2.95
2.1433,3.78729,0.00732217,7.345
2.5589,0.37482,0.002182511,3.736
2.1771,0.397985,0.00182398,3.886
1.579,0.00848311,0.000717531,3.757
1.44,0.109151,0.000538262,4.306
0.6785,0.0163052,0.002538735,6.917
0.6629,0.142279,0.007186747,14.849
1.0577,1.3379,0.006681657,11.04
1.3818,1.56537,0.005149914,5.153
2.1639,1.06775,0.002197854,3.52
3.0989,0.570159,0.000920968,2.672
1.9881,1.24959,0.003573069,6.885
1.5477,7.11488,0.013984245,10.777
2.0782,3.44833,0.006524794,6.181
1.3897,1.4599,0.004980745,6.402
1.1669,0.473971,0.001506281,5.189
1.0388,0.184371,0.001755124,6.875
0.9447,0.0673738,0.001771633,7.585
1.4826,0.127194,0.001852668,6.256
1.8095,0.598779,0.002372986,5.897
2.1786,0.547589,0.001178188,3.298
3.4057,0.213629,0.000605298,2.742
2.0346,2.20254,0.006152659,7.816
1.9758,2.53027,0.005804891,6.01
2.0327,1.64394,0.005610813,8.385
1.8706,0.961662,0.001993474,4.97
1.0062,0.485128,0.004402108,12.382
0.611,0.43719,0.005642925,17.14
1.0599,0.612618,0.003130964,12.536
0.9209,0.901625,0.005042517,9.519
1.364,1.11482,0.004965097,7.506
1.8677,0.682108,0.002433824,5.321
2.654,0.530361,0.001065341,3.202
3.1254,0.311527,0.001444517,3.705
1.7066,2.09009,0.007023682,8.177
1.9822,4.10016,0.008078886,7.471
1.5391,4.6095,0.009949931,9.98
1.8227,1.57633,0.002612712,4.587
1.3914,0.343474,0.001685625,6.201
0.7815,0.104562,0.002671823,11.811
0.7679,0.252847,0.004980891,15.845
1.5641,1.04679,0.004483294,10.035
1.8287,1.01395,0.0020319,4.208
2.3261,0.481124,0.001014119,3.212
3.5253,0.250676,0.000549193,2.71
1.818,0.963922,0.004965823,6.388
1.8214,3.02105,0.007440672,8.44
1.8433,2.38927,0.005038048,6.323
1.7368,0.269627,0.000794254,3.884
0.8503,0.0424241,0.004389357,15.384
1.196,0.274201,0.002152418,11.241
1.2265,0.237832,0.002385585,7.04
1.2332,1.40361,0.006371705,8.945
1.7788,0.803571,0.002607058,4.111
2.4219,0.370951,0.000869943,3.206
3.3253,0.19889,0.000540606,2.707
2.0079,2.0505,0.006535419,8.329
1.5355,5.01741,0.010864532,8.895
1.3882,2.24511,0.008072569,10.496
1.5408,1.45074,0.004889417,9.03
1.1728,0.521634,0.001579353,5.778
0.7192,0.0884168,0.004152806,12.417
1.5703,2.23524,0.010978183,12.441
1.4178,1.72079,0.009420692,10.504
1.8351,1.62332,0.006115354,9.556
1.7968,0.364047,0.001363215,5.148
1.0906,0.138337,0.001411208,5.524
0.5999,0.0801925,0.004479899,9.724
0.7551,0.160462,0.004250273,10.889
0.9921,0.29123,0.003936808,10.104
1.2755,0.512878,0.002736844,6.55
1.6123,0.237579,0.001528526,5.045
2.5239,0.185502,0.000826384,4.691
2.3401,0.116871,0.001125116,5.166
2.1446,0.738384,0.004149402,9.123
2.532,0.365262,0.002705889,7.773
1.7819,0.799981,0.004179743,8.876
1.161,0.369635,0.001599869,5.084
1.1502,0.129092,0.000698691,4.76
0.5489,0.16912,0.002029252,6.655
0.6151,0.230533,0.004046444,8.693
0.64,0.285882,0.00700466,12.656
1.1008,1.12783,0.004899489,10.871
1.4577,1.66522,0.003109084,6.845
2.1744,1.1638,0.001154229,5.256
3.5029,0.62622,0.000391798,4.574
2.4246,0.761797,0.002407892,9.179
2.02,2.13375,0.005252779,10.739
1.488,0.919775,0.002711892,9.472
1.1033,0.496673,0.000915094,5.542
0.893,0.190711,0.001456009,6.733
0.9243,0.213532,0.001140447,8.528
0.9832,0.263267,0.001394251,7.081
1.5826,0.0356231,0.001060914,7.537
2.3677,0.0965185,0.002560792,9.997
2.4746,0.397701,0.002598009,9.237
2.21,0.565755,0.003339797,10.095
1.8731,0.486465,0.001243034,5.662
0.9549,0.230817,0.00352244,10.02
0.8688,0.75085,0.00366853,8.905
1.3338,0.640022,0.002627098,7.744
3.3623,0.134253,0.000761794,6.597
1.8746,0.557767,0.004438061,11.689
2.2065,1.02797,0.003680715,9.427
1.9253,0.448267,0.002021958,8.432
1.9188,0.232274,0.000532017,5.252
1.274,0.136961,0.001415641,6.934
0.6933,0.148688,0.002737195,9.356
0.5642,0.144089,0.003744282,10.244
0.6357,0.194245,0.005685193,12.546
1.3942,0.422895,0.002314285,8.664
1.7785,0.677906,0.00150065,5.293
2.2529,0.665501,0.001251092,4.947
3.4652,0.711653,0.000838761,4.622
1.4978,0.473086,0.00106893,11.558
1.7566,0.267008,0.000539906,10.39
1.6597,0.265492,0.000619036,9.155
1.6616,0.205704,0.000597524,5.232
1.0026,0.0843346,0.001783571,7.836
0.7657,0.266182,0.003996363,12.486
1.1386,0.483243,0.001677926,9.13
1.2959,0.523054,0.00155615,6.735
1.3785,0.891773,0.003765751,10.25
1.9623,0.661824,0.001493492,5.549
2.7317,0.155705,0.00069417,4.973
0.0897,0.731439,0.017625287,18.178
0.1474,0.409756,0.009232361,18.321
0.2335,0.309231,0.014254999,19.953
0.5612,5.90675,0.021104388,19.617
0.6951,13.7659,0.036558893,18.989
0.595,14.2674,0.043402867,17.407
0.5477,11.1269,0.035369644,18.093
0.7244,8.77142,0.025513707,17.642
0.4,2.76292,0.019868229,18.145
0.2328,0.593006,0.01160646,19.522
0.0837,0.828508,0.019507634,19.059
0.1016,0.434732,0.017122665,19.482
0.2272,0.397586,0.010082905,19.549
0.648,0.266329,0.005941159,19.214
0.7479,3.82491,0.009852282,19.08
1.0152,12.0981,0.020239925,17.343
0.829,13.792,0.030674503,17.919
0.805,12.4889,0.027458496,17.445
0.7974,8.31868,0.020976693,17.771
0.4599,4.59692,0.021362753,17.471
0.3364,1.05793,0.012004148,18.694
0.0767,0.601018,0.03722556,18.994
0.148,0.392869,0.019955829,19.449
0.18,0.732791,0.010637968,19.16
0.27,0.548431,0.01070552,18.917
0.6671,0.458148,0.005042593,19.16
0.6245,5.8659,0.017987021,19.52
0.8451,13.5822,0.02694801,18.072
0.7689,14.1686,0.034032104,18.464
0.7286,12.0423,0.031194584,17.715
0.4116,7.95095,0.0383186,18.412
0.3625,2.42358,0.021541575,19.327
0.1847,0.35929,0.012692882,19.46
0.0978,1.45482,0.011612094,17.846
0.3622,0.406444,0.006834925,19.714
0.5517,0.418923,0.007579961,19.38
0.9471,14.846,0.02718071,17.75
0.6686,12.4257,0.032578632,18.627
0.7398,9.17632,0.025217453,17.847
0.1966,0.088057,0.012498836,19.87
0.7038,4.0948,0.014096244,19.079
0.7723,12.0509,0.030073641,18.683
0.8955,14.5574,0.032742802,17.842
0.8102,11.6294,0.028246727,16.979
0.6027,8.67595,0.027589596,17.658
0.4663,3.41043,0.016755673,18.276
0.1433,0.549174,0.010083367,19.002
0.381,0.187,0.007038438,18.951
0.7823,4.9607,0.014337014,18.871
0.7393,12.4246,0.030133689,18.139
0.7715,14.3064,0.036486826,17.731
0.6001,12.1751,0.03859306,17.438
0.4339,9.04894,0.041303759,17.953
0.2825,0.0222577,0.006464389,18.832
0.1046,0.652111,0.023872699,19.092
0.7569,6.49436,0.028679001,17.158
0.6422,1.9189,0.015410323,17.648
0.0785,0.3259,0.016377759,18.986
0.1378,0.740002,0.009274044,19.275
0.2169,0.296937,0.013391074,19.629
0.3476,0.64873,0.013702608,19.727
0.5294,4.03455,0.018003108,19.494
0.9171,12.3488,0.026954059,17.711
1.0646,13.6449,0.02817424,17.606
0.6547,11.6082,0.037855701,17.798
0.352,6.97042,0.039204895,18.893
0.4408,2.58052,0.016460025,18.885
0.3297,0.288639,0.010565993,19.384
0.1265,0.232535,0.02417412,19.578
0.1538,0.328741,0.014237345,19.481
0.1691,0.272865,0.01403426,19.36
0.545,0.292919,0.007068155,19.454
0.6125,1.0001,0.008745053,19.098
1.0154,8.58757,0.016984733,18.358
1.2414,12.1702,0.023057867,17.398
1.1583,13.0561,0.024556981,17.498
0.8998,10.7293,0.02502588,17.831
0.5607,9.18894,0.030099131,17.837
0.3941,2.66348,0.017318308,18.855
0.3043,0.461371,0.00579661,19.036
0.1307,0.337799,0.015747482,19.099
0.1306,0.807021,0.014065117,19.137
0.1294,0.512062,0.016818132,19.334
0.243,0.0721691,0.011455837,19.269
0.9296,4.95194,0.011847741,18.641
0.6706,13.5333,0.036479341,18.729
0.5353,13.9736,0.046510302,18.775
0.6351,13.105,0.034378333,17.987
0.5375,8.42911,0.032743799,17.461
0.3151,3.75081,0.028590588,18.643
0.2501,0.252931,0.012271578,19.097
0.2105,0.0146063,0.022863076,7.536
0.2645,0.0660135,0.018061277,8.52
0.246,0.0894596,0.019809607,8.525
0.4485,1.19262,0.011305619,14.557
0.5053,3.81219,0.016468442,19.222
1.0127,5.70065,0.011652475,12.862
1.073,4.96452,0.009555894,8.684
0.854,4.77879,0.010368485,8.566
0.6091,3.456,0.012090319,10.394
0.3536,1.41824,0.012198218,12.734
0.2742,0.0295754,0.015614598,11.664
0.2289,0.0359273,0.022608323,8.276
0.1374,0.0325193,0.033688773,8.124
0.2288,0.0903369,0.026754921,8.526
0.3695,0.72112,0.012995458,11.672
0.4547,3.27613,0.016321013,19.349
0.4116,5.46328,0.024089767,21.286
1.2241,5.03751,0.010224722,11.395
0.7752,4.92083,0.012386942,11.469
0.5697,3.52641,0.015131082,16.515
0.6481,2.33322,0.007261154,11.165
0.2186,0.102609,0.030114372,9.418
0.1655,0.00776519,0.025226751,9.229
0.3712,0.289952,0.015149532,9.663
0.2602,1.05569,0.025140082,19.986
0.5416,4.81984,0.017029438,24.306
0.5155,5.11683,0.021873961,19.931
0.7001,5.45755,0.017041762,19
0.5808,5.39706,0.019083279,15.46
0.5824,3.9653,0.014992463,13.277
0.3304,1.72252,0.01493875,21.162
0.2472,0.0105878,0.013103329,18.93
0.2372,0.00712732,0.013953225,16.357
0.2467,0.0524618,0.011660371,15.167
0.193,0.00697363,0.024522196,14.767
0.3049,0.598804,0.017029929,17.5
0.4384,3.62886,0.017965968,28.222
0.6303,4.82818,0.019524516,23.916
1.1279,5.50317,0.010548996,10.67
0.6972,5.47908,0.015164584,11.103
0.7721,3.77577,0.008455556,8.669
0.4556,2.09103,0.011082146,12.525
0.3493,0.334523,0.016247005,13.98
0.2207,0.0101572,0.025524987,10.004
0.2022,0.0158638,0.026158965,7.923
0.2343,0.156627,0.02086726,8.579
0.4834,1.25472,0.011120566,18.101
0.5448,3.99372,0.016580759,26.085
0.93,6.36218,0.01322097,10.318
0.8263,5.56944,0.015407259,11.036
0.6621,5.48731,0.014258211,6.084
0.464,3.74993,0.014634092,8.963
0.3475,1.43274,0.017722095,12.26
0.3224,0.120693,0.012589694,16.035
0.2056,0.0207084,0.021571518,13.31
0.1969,0.117981,0.036327569,12.392
0.316,0.370968,0.015116604,14.55
0.2767,1.00012,0.021075363,21.582
0.3956,4.35886,0.020545235,27.913
0.8287,5.04754,0.013865146,22.253
0.8192,5.90051,0.014330423,8.649
0.7653,5.87663,0.015811,10.33
0.6088,4.49958,0.014574606,8.247
0.5244,1.81752,0.010246667,7.21
0.4057,0.443455,0.007234107,8.1
0.1363,0.00492755,0.046324439,6
0.1629,0.0091172,0.03828613,5.884
0.163,0.00710728,0.040039328,5.568
0.1979,0.000580578,0.033448575,5.697
0.353,0.262987,0.019800942,7.449
0.3834,2.93039,0.020425199,23.323
0.7212,5.36206,0.015794396,22.807
1.0122,5.68616,0.011938002,7.367
0.7209,5.24568,0.016143281,11.072
0.5258,4.92945,0.017609324,11.406
0.4757,2.08274,0.010069272,8.335
0.3124,0.266403,0.014559224,6.495
0.2574,0.00311172,0.023993587,5.063
0.2233,0.0000696,0.020704123,5.189
0.3181,0.0410839,0.013211762,5.564
0.2827,0.919193,0.02212719,6.655
0.3886,4.67756,0.02174195,17.005
0.4928,5.66047,0.027579226,20.156
0.7315,5.8325,0.015878666,8.479
0.8269,5.51455,0.013275219,6.287
0.5782,3.53888,0.012203618,5.493
0.2715,1.16684,0.024711139,8.865
0.4149,0.226963,0.007012647,12.001
0.1307,0.0265835,0.031368253,5.358
0.2521,0.0064758,0.021841586,5.437
0.2575,0.431913,0.02898325,11.367
0.3591,2.53602,0.020628148,21.148
0.702,5.37058,0.016757404,23.407
0.7458,6.03949,0.017173641,9.52
0.7256,5.57979,0.01724573,10.602
0.9571,3.40224,0.006610999,4.791
0.3976,2.02771,0.016398951,9.158
0.2712,0.347228,0.019519814,11.483
0.2521,0.00247978,0.023642665,7.614
0.2285,0.170268,0.025419652,11.3
0.3233,2.38255,0.016669115,20.052
0.7965,5.77741,0.015534011,39.113
0.7437,6.44959,0.019683078,16.068
0.9215,5.97023,0.013725242,6.895
0.5585,4.63624,0.015592307,8.807
0.4366,2.11386,0.01485034,5.667
0.295,0.0934431,0.015816361,5.25
0.2456,0.00633375,0.024892572,5.134
0.4582,0.233039,0.007737866,6.158
0.429,1.70069,0.01500062,15.738
0.5263,4.55137,0.018366977,18.683
1.0975,5.91503,0.010259436,7.183
0.7288,5.26247,0.016837938,12.267
0.8315,6.29594,0.014787733,7.326
0.657,4.10953,0.011845187,7.036
0.4095,1.54589,0.009541764,6.084
0.3979,0.283458,0.006450346,7.558
0.1635,0.00459345,0.028297944,4.672
0.229,0.0232989,0.025870218,4.922
0.2245,0.0730022,0.030649866,5.492
0.4271,3.5069,0.016659939,7.999
0.8807,5.73302,0.012457094,14.776
0.6315,6.19161,0.021900022,12.479
0.6972,5.81648,0.019054796,11.157
0.4712,4.39794,0.024462676,19.637
0.3325,1.87233,0.024256436,18.103
0.2858,0.180913,0.018798006,15.437
0.2983,0.541516,0.024661596,12.555
0.382,3.11147,0.023354646,29.141
0.7091,5.72559,0.0167984,36.82
0.627,5.717,0.018801189,9.025
0.5597,6.40033,0.022401054,9.292
0.542,4.60149,0.017694811,7.285
0.4599,2.66787,0.013914218,8.965
0.2714,0.192107,0.025038381,6.286
0.2292,0.00412535,0.01694367,5.706
0.219,0.00510256,0.008873314,48.006
0.7525,2.23681,0.008914779,21.543
0.4957,0.728655,0.009645664,34.014
0.721,8.9247,0.017575458,32.894
0.7379,12.8296,0.026868468,32.579
0.5872,13.6594,0.037287616,31.534
0.4237,6.07245,0.018526358,33.193
0.6205,2.46017,0.009144119,34.153
0.2612,0.184576,0.005047401,35.728
0.1675,0.102612,0.006640885,45.802
0.8061,1.87919,0.006863297,43.526
0.6498,9.44921,0.021765318,38.288
0.5925,12.6438,0.034174267,41.561
0.5946,11.8455,0.035375386,39.171
0.5407,12.7214,0.032481148,30.147
0.516,8.66992,0.024149851,28.103
0.4745,2.51609,0.010604964,38.156
0.1681,0.0455328,0.006013721,47.345
0.505,1.7897,0.008637823,44.397
0.5334,8.80505,0.019251924,45.496
0.8408,13.6615,0.02443144,41.504
1.0711,12.9602,0.020330439,34.802
0.8661,10.534,0.02009169,30.52
0.9648,8.28913,0.009006644,28.143
0.3543,3.54818,0.015355864,31.289
0.2482,0.0706656,0.005530016,41.757
0.1512,0.020949,0.00469959,43.331
0.0918,0.412644,0.009455819,42.93
0.4266,0.161317,0.00595486,42.935
0.7187,1.49778,0.006632641,38.618
0.451,8.36907,0.022760703,45.668
0.7412,13.5378,0.023997705,40.675
0.7046,13.8302,0.038498467,35.95
0.6033,11.7016,0.042829394,22.091
0.582,8.11577,0.033342219,36.297
0.5974,3.47906,0.01405649,38.063
0.3612,0.0437451,0.004377765,45.172
0.2151,0.0645808,0.005950593,46.132
0.4302,0.00214866,0.006413161,44.719
0.7683,1.83215,0.007807668,41.478
0.6188,9.79997,0.023148955,41.828
0.797,13.4231,0.027851061,39.522
0.5687,12.8755,0.034321848,37.661
0.6879,11.2748,0.026342363,32.739
0.837,9.01913,0.019206208,23.415
0.5345,1.83781,0.009862617,28.094
0.0905,0.0531541,0.00918595,50.212
0.3299,0.0863167,0.007518643,45.468
0.7833,1.29475,0.006230753,45.506
0.8557,8.20983,0.014933343,42.699
0.9506,13.4833,0.023645973,37.342
0.8406,13.0986,0.024735573,30.837
0.7782,11.6846,0.022684221,29.262
0.7598,8.31181,0.018277327,34.211
0.5323,4.33919,0.015517564,34.655
0.4707,0.0583622,0.004155134,38.446
0.3155,0.0879664,0.005924222,36.305
0.797,1.95024,0.006927297,36.69
0.6137,9.38477,0.021692267,37.249
0.7584,13.2739,0.026063007,41.616
0.7842,13.0859,0.027112079,39.227
0.6323,10.7722,0.025884214,31.108
0.4226,7.95784,0.027392358,33.783
0.4543,2.97507,0.01406653,35.874
0.2615,0.0140263,0.004058856,37.688
0.559,0.372754,0.003907755,45.347
0.681,0.792762,0.006012407,44.678
1.0125,7.78723,0.015306852,39.56
0.944,13.146,0.020876354,35.218
1.1728,10.0091,0.016102639,23.9
0.6374,4.60084,0.010267392,24.75
0.3505,0.665616,0.004264638,31.69
0.3075,0.0394451,0.004641034,44.227
0.6805,0.988165,0.006270535,41.449
0.6661,7.56156,0.014041339,42.404
0.9165,11.6997,0.023023453,43.188
0.89,10.8807,0.023519921,44.494
0.9166,10.1346,0.020758959,31.008
0.82,8.45997,0.014062255,19.617
0.6552,4.5832,0.010025275,18.85
0.3947,0.158302,0.003388905,28.712
0.6655,0.305035,0.005837847,38.71
0.8116,9.25456,0.017560061,36.494
0.8651,12.3328,0.022223447,35.728
0.6822,13.3526,0.022328188,37.359
0.682,11.2623,0.027932352,32.849
0.5753,7.02559,0.019647612,27.521
0.3736,2.41911,0.010229686,39.035
0.1513,0.172321,0.005901317,44.965
0.9796,3.65358,0.007162768,42.727
0.665,10.1231,0.019286426,44.127
0.788,13.8108,0.028783283,43.904
0.8372,13.238,0.026528998,36.371
1.1671,8.5065,0.018054212,22.166
1.1584,5.57737,0.010148547,16.585
0.9536,2.37743,0.004391727,16.321
0.0954,0.0749936,0.005728282,34.169
0.2006,0.00192448,0.003761762,34.331
0.3519,0.216541,0.004893711,34.201
0.4657,1.08256,0.006383359,35.775
0.4419,7.62398,0.021531985,34.765
0.7655,12.7398,0.023021632,31.173
0.839,11.4748,0.026807008,21.976
0.885,9.36065,0.018117215,15.18
0.5177,5.5276,0.016751208,16.555
0.6166,2.03929,0.010101971,25.033
0.1293,0.151271,0.004716701,34.466
0.2949,0.0013079,0.005490797,41.74
0.7023,0.278677,0.004806572,40.932
0.6892,4.73764,0.010220256,37.666
0.9959,11.5655,0.018055112,34.252
1.3944,10.9047,0.015367277,21.72
1.5442,8.17373,0.010698297,13.743
1.2852,7.28913,0.01229787,18.465
0.6147,6.99493,0.016783702,27.555
0.494,2.02777,0.006862247,35.784
0.1912,0.00340957,0.004634661,39.897
0.6047,0.852643,0.006290891,41.408
0.6893,8.59347,0.016276579,40.178
0.6835,11.2739,0.023722402,38.933
0.7053,11.4313,0.022961667,35.18
0.8786,10.2674,0.018343445,25.244
0.7081,6.85548,0.016951618,24.887
0.4349,3.97339,0.012152931,32.537
0.316,0.109194,0.004418691,35.349
0.3781,0.056516,0.005813906,39.279
0.7357,0.457706,0.006877572,40.736
0.8261,7.69604,0.015449695,39.345
0.7363,12.7142,0.023515662,38.019
0.776,11.6347,0.022364013,31.125
0.677,11.3386,0.01932379,30.376
0.7566,8.92232,0.015850187,35.832
0.4379,2.89349,0.008312567,36.562
0.281,0.0270332,0.003637556,40.232
0.4252,4.78155,0.005344247,14.911
0.6814,5.7065,0.005084009,14.238
1.4336,5.62189,0.002406871,7.872
1.2552,3.59942,0.001332692,5.754
0.6645,1.93611,0.001194242,6.309
0.1916,1.82607,0.014731145,14.57
0.133,0.719051,0.007607316,17.898
0.2071,0.629843,0.008220539,17.935
0.2122,0.8407,0.001906715,16.355
0.2136,1.19225,0.004163767,18.014
0.3075,2.27272,0.005152322,15.698
0.4364,3.37753,0.0048811,14.228
0.7206,5.1852,0.004903445,12.989
1.0176,5.26091,0.00314441,8.985
1.2775,4.04988,0.001744309,6.385
1.307,2.69721,0.000711311,5.641
0.4027,1.77081,0.001224296,6.185
0.198,0.501157,0.001722571,17.716
0.1699,0.719966,0.002800534,17.239
0.2692,1.3298,0.004409706,18.177
0.4152,2.44397,0.00558366,16.103
0.6448,4.40085,0.020009295,12.726
0.5841,5.51653,0.027582055,10.368
1.2299,5.55939,0.002999783,7.282
1.5239,2.71058,0.001232436,5.782
1.1696,1.31726,0.000467388,5.505
0.54,1.11707,0.001254089,8.254
0.1717,1.48749,0.001559497,13.188
0.1369,0.805842,0.002027363,18.4
0.1867,0.392715,0.000662985,14.763
0.2594,0.876347,0.001259432,14.223
0.4314,3.6022,0.023181449,12.007
0.6991,4.89698,0.003517609,7.89
0.9131,6.0971,0.002962204,6.347
1.801,3.96689,0.001366217,5.293
1.1592,2.06465,0.000948861,5.416
0.8229,2.14476,0.000959688,5.379
0.3856,2.39329,0.00100747,8.707
0.2141,1.57268,0.001262254,8.977
0.2124,0.528971,0.000680474,11.764
0.2142,0.391234,0.001099954,12.941
0.1352,0.650163,0.00169147,15.727
0.3226,1.3157,0.003364754,15.419
0.4889,2.7561,0.003634237,12.803
0.718,4.90982,0.004193572,9.376
0.8893,6.07645,0.003914372,6.327
1.6274,4.57527,0.005552992,5.671
1.3049,2.63578,0.003361423,5.575
1.0081,1.27714,0.001712082,5.349
0.5982,1.47063,0.004604841,6.172
0.2422,1.51071,0.00786171,10.771
0.1213,0.552353,0.029964057,40.093
0.2322,1.16057,0.009514848,38.447
0.2391,2.19378,0.021868751,39.041
0.356,5.16247,0.024865053,35.599
0.4966,6.38091,0.019426702,28.066
0.8761,8.17678,0.015121582,15.619
1.3729,7.80746,0.00944387,10.784
1.2408,5.87308,0.005546659,10.24
1.0494,4.41422,0.003830647,10.109
0.558,3.11345,0.004788687,10.818
0.3659,1.88962,0.008213357,12.565
0.1708,1.62941,0.019359754,32.84
0.215,2.98746,0.030057512,30.81
1.0245,9.76585,0.013704548,17.1
1.6515,7.31254,0.007735769,10.108
1.2349,4.73104,0.004906222,9.546
1.1809,2.90312,0.003127665,10.559
0.6325,3.33622,0.007309427,11.015
0.1452,2.6617,0.026659093,15.764
0.1299,1.2606,0.024112598,37.442
0.3856,3.70736,0.015851544,38.552
0.4817,5.39149,0.018170705,33.019
0.3975,7.23214,0.030533057,27.743
0.9046,7.37411,0.01608187,19.339
1.3446,8.23818,0.011833934,11.269
1.2554,7.23453,0.009539983,12.085
0.627,5.66884,0.012812257,11.176
0.4953,3.66471,0.009801402,11.743
0.2863,2.405,0.008575017,14.527
0.1879,1.49715,0.014136973,24.083
0.2046,1.29476,0.012053392,27.465
0.258,2.45991,0.009748003,28.76
0.3631,4.01519,0.020163442,29.087
0.2738,4.9982,0.029641612,32.061
0.402,7.16928,0.032427512,32.312
0.551,8.71123,0.025513904,22.474
