VPD_kPa,GPP,Gs_mol,SWC
0.3294,3.22709,0.029011806,38.175
0.3519,3.53055,0.03108231,39.612
0.3776,5.53522,0.038275328,38.539
0.5688,5.22176,0.036323676,30.286
0.6339,10.231,0.004222581,23.956
0.7724,7.58346,0.029328781,26.203
0.8267,8.12274,0.035319657,29.168
0.8896,6.5904,0.001714387,23.918
0.6594,3.36701,0.001183681,23.989
0.4608,5.17405,0.001674616,33.533
0.3538,3.53873,0.002423593,35.36
0.3408,2.04291,0.001204608,33.762
0.3173,2.48363,0.001318323,36.538
0.3573,5.06723,0.00165607,37.035
0.4144,6.9711,0.003349506,34.333
0.4403,8.35617,0.004004828,34.228
0.5409,5.53975,0.002463921,29.93
0.7312,7.62338,0.001900387,27.319
0.7657,7.38697,0.001914025,27.484
0.5142,6.83791,0.002220219,32.71
0.478,6.05888,0.028814966,24.846
0.3945,3.21813,0.025624985,29.693
0.3356,2.31315,0.028737879,36.073
0.554,10.471,0.003626958,20.97
0.7037,11.1127,0.005638083,19.65
0.5835,9.97045,0.006107905,22.8
0.3814,10.4629,0.003421356,28.125
0.4205,10.8125,0.002770265,29.759
0.6411,10.5506,0.00365891,26.769
0.7404,12.152,0.003525614,20.55
0.7226,11.7756,0.003552742,13.27
0.7929,11.1378,0.003351157,12.092
0.7772,10.8018,0.003212555,11.226
0.7168,10.4953,0.002756972,10.722
0.5242,8.56071,0.003016827,15.465
0.6072,11.3153,0.004461755,19.308
0.7819,9.66419,0.005326041,15.031
0.4981,8.86235,0.004295474,21.315
0.5493,11.452,0.003591234,24.253
0.6134,10.3725,0.003211331,24.584
0.599,8.95555,0.002962574,25.421
0.6632,13.001,0.003007885,16.171
0.8177,10.6519,0.003221753,11.688
0.8316,10.004,0.003438375,10.384
0.7122,9.57952,0.00340646,10.088
0.5187,8.92822,0.002961928,16.274
0.4209,8.16554,0.003994376,24.116
0.6193,9.62469,0.005438135,24.039
0.6884,8.97374,0.005560721,23.776
0.6582,9.62942,0.004211342,19.777
0.4842,9.7147,0.0035846,28.098
0.4607,10.9562,0.002839564,30.517
0.6007,9.99031,0.003002381,27.256
0.7138,10.5424,0.003226578,18.405
0.7957,10.1759,0.003712872,11.838
0.7698,9.80003,0.003054688,10.601
0.6465,9.92079,0.002828683,12.446
0.5619,10.4141,0.00383613,16.601
0.6233,8.77868,0.005265185,18.132
0.7766,10.0553,0.005185524,15.6
0.6398,9.56023,0.005715232,19.794
0.5889,10.3529,0.005316713,22.123
0.4412,10.0267,0.003411149,25.373
0.5307,10.3923,0.003591356,29.224
0.6229,11.9609,0.003234549,25.641
0.7372,10.9215,0.003730946,14.819
0.7411,11.1817,0.003346798,12.611
0.7486,10.5935,0.003290503,11.91
0.717,9.47479,0.00337811,11.258
0.4639,9.19456,0.0033216,16.115
0.624,9.10426,0.004994199,18.581
0.558,8.68011,0.005855327,19.476
0.6662,8.88395,0.005022332,17.997
0.6453,9.43932,0.005805604,17.258
0.4899,9.29263,0.004038144,22.178
0.4978,10.2354,0.002931657,25.307
0.5745,11.5675,0.002779165,25.558
0.6846,10.6619,0.004020487,13.808
0.7522,11.2112,0.003576191,10.699
0.7938,9.65033,0.003147672,9.751
0.7973,9.71369,0.003058063,9.117
0.5663,9.52157,0.003097879,10.584
0.4635,8.53615,0.004765377,17.319
0.5619,8.75896,0.005891048,19.302
0.5831,9.76487,0.005436294,20.173
0.5743,10.1161,0.005048668,20.078
0.7027,10.6158,0.005204504,21.055
0.542,10.082,0.004095831,21.594
0.6138,9.87312,0.00425139,21.209
0.7088,10.4581,0.004290775,14.731
0.7507,10.3631,0.003957817,14.733
0.6798,10.848,0.003634457,15.14
0.6181,11.2172,0.004265829,15.682
0.5029,9.16749,0.004984247,15.786
0.5981,9.18657,0.005379276,17.054
0.6252,9.68185,0.006033878,17.224
0.6391,10.5632,0.006101233,16.855
0.5173,10.4591,0.00400052,21.943
0.4029,10.0892,0.003143559,24.069
0.4924,11.2902,0.003559775,24.039
0.523,12.077,0.003134944,22.654
0.5964,11.291,0.003443965,20.747
0.684,11.5983,0.003658423,12.769
0.7397,11.7691,0.003271444,11.5
0.6523,11.1094,0.00339329,12.52
0.4633,10.7265,0.003545319,18.287
0.6132,10.9056,0.004855306,15.906
0.474,9.85149,0.005152556,19.566
0.4764,9.9278,0.005154105,21.692
0.6559,11.8311,0.005033865,19.624
0.3956,10.0723,0.004510852,23.025
0.4764,10.5192,0.003512823,23.054
0.5027,13.0325,0.003451486,22.607
0.6243,8.78823,0.004222757,18.298
0.6417,10.7865,0.003722091,11.866
0.6025,12.0987,0.003842273,12.814
0.5401,12.458,0.003676769,16.128
0.5104,12.1009,0.004317699,18.866
0.4013,10.4305,0.004970897,20.83
0.3986,9.84071,0.004313186,21.01
0.5562,10.7651,0.006174529,21.15
0.4102,11.029,0.005236113,21.414
0.4324,12.4955,0.004562621,21.428
0.5124,11.1697,0.004344186,16.775
0.5346,10.9627,0.06405789,16.585
0.6963,10.8993,0.051607832,16.582
0.6646,10.974,0.004227005,16.694
0.6401,9.4269,0.003760012,16.682
0.5059,9.80168,0.003186875,16.887
0.5378,10.2608,0.005362034,14.921
0.388,7.68801,0.006320834,18.4
0.4484,9.71716,0.004555674,19.131
0.3504,9.58614,0.004626901,23.194
0.3793,10.4153,0.003862194,24.712
0.461,10.9021,0.00361113,24.815
0.5346,11.0642,0.00358648,22.772
0.5733,9.79958,0.003820837,16.424
0.5274,10.8121,0.003781392,16.955
0.4285,9.96324,0.003717245,19.378
0.3664,9.24651,0.005258006,21.607
0.3643,8.03009,0.004436162,23.304
0.3997,8.06764,0.005915429,23.662
0.516,8.02668,0.005684106,18.984
0.5086,8.20454,0.005295438,21.05
0.446,7.2533,0.004832091,22.243
0.3349,7.5417,0.00434598,22.655
0.4405,10.7632,0.004765908,22.487
0.4569,10.5282,0.004446877,19.352
0.5586,10.2963,0.004516767,11.616
0.5548,8.54031,0.004299389,9.467
0.3837,8.92424,0.004224694,11.258
0.3669,9.57907,0.004683738,16.818
0.7383,7.24846,0.018122456,36.559
0.9995,6.11829,0.012075098,20.451
0.9429,2.67433,0.005912147,18.226
0.6241,3.49753,0.009630069,20.396
0.4234,3.7188,0.016173832,22.934
0.2172,3.18399,0.024302258,32.991
0.1166,2.21576,0.031712185,39.747
0.0907,2.06857,0.027268956,42.032
0.1809,2.6136,0.023984076,44.634
0.3174,3.1435,0.029177237,82.366
0.4634,5.23771,0.02267753,80.802
0.6047,6.54684,0.027011553,56.307
1.0348,8.31062,0.01910962,31.035
1.1101,6.68712,0.012760156,19.391
0.6851,3.8103,0.013951998,19.395
0.8129,4.08947,0.010985225,26.783
0.5759,3.91694,0.013218481,34.193
0.4174,3.45698,0.014572131,30.315
0.1364,2.36546,0.024750335,39.412
0.1266,1.40548,0.024833068,41.376
0.216,2.237,0.038837319,48.778
0.2848,3.26743,0.037608381,75.259
0.5355,6.01573,0.021933769,65.566
0.3479,6.70505,0.041376815,54.615
0.5265,9.51523,0.041260778,52.573
0.5439,8.78563,0.035662186,36.544
0.6228,7.60145,0.026167023,25.079
0.5833,6.86257,0.021005899,23.451
0.3077,5.83097,0.026655553,23.954
0.1989,3.22004,0.019819048,22.627
0.123,1.43403,0.023020593,32.851
0.3104,3.83149,0.016926704,42.736
0.5169,9.65014,0.042175323,39.776
0.712,10.1573,0.025058583,23.743
0.6047,7.52688,0.021359944,24.718
0.4948,6.11075,0.021557717,25.472
0.1045,2.23108,0.030595004,45.937
0.6822,15.9282,0.03070784,17.526
0.704,11.3153,0.024373599,15.274
0.6138,2.80242,0.011419784,14.032
0.3822,0.0361401,0.013758793,13.569
0.0889,0.122494,0.027980404,43.114
0.0863,0.366372,0.030514155,37.837
0.0892,0.698711,0.045863384,33.15
0.1976,2.09799,0.039943714,38.647
0.3366,8.88172,0.037411043,31.904
0.3535,13.845,0.053325721,27.326
0.6982,10.5161,0.027091136,18.113
1.2644,1.47485,0.005091861,15.289
0.4691,0.628959,0.018521813,21.8
0.6362,1.20568,0.010946896,14.802
0.285,0.646002,0.023646167,23.485
0.1764,1.35893,0.022635,27.898
0.1108,1.43766,0.022864302,37.675
0.1537,1.78745,0.025457162,29.873
0.1794,3.61847,0.03565343,29.931
0.219,6.01762,0.037525379,30.353
0.5426,12.9254,0.033806726,28.452
0.3263,11.8997,0.059209817,27.351
0.4462,2.9741,0.027951173,28.532
0.6314,0.524151,0.01780232,33.465
0.4821,1.28922,0.027258332,34.183
0.4223,1.65417,0.016794447,32.952
0.1974,0.562099,0.035423396,32.88
0.1352,1.20545,0.032325357,33.725
0.1042,0.600747,0.029122936,33.334
0.7741,15.3827,0.027579824,23.146
0.6165,10.6948,0.026828217,23.18
0.6568,13.8401,0.028183753,26.967
0.3012,10.1778,0.046851432,25.234
0.4238,11.049,0.046498937,28.861
0.8331,4.05492,0.02474472,24.402
0.0555,0.0800792,0.000986351,19.168
0.1913,0.352894,0.00220658,25.826
0.2616,0.633824,0.002666965,22.89
0.8759,7.4815,0.003147758,26.729
0.7027,10.2702,0.002986396,23.874
0.7215,8.07317,0.002985551,25.753
0.2842,4.46133,0.002863396,27.91
0.1208,1.13654,0.000653387,32.445
0.0848,0.0596313,0.000276853,30.599
0.0718,0.0700067,0.000223863,24.372
0.0812,0.224283,0.000509834,25.386
0.1111,0.326815,0.00108858,23.904
0.3348,1.32757,0.001328719,28.535
0.4163,5.10507,0.003184441,34.215
0.4225,6.89918,0.003381944,35.107
0.3991,8.77922,0.003180895,35.583
0.2529,6.92589,0.002531013,39.023
0.2417,4.07582,0.001862869,38.334
0.1156,1.38141,0.001440369,42.69
0.0392,0.14857,0.000676535,26.217
0.0981,0.328294,0.01821466,21.034
0.2957,2.40139,0.002063148,38.444
0.4752,3.8144,0.002935923,34.044
0.813,7.96841,0.002711026,25.503
0.6795,7.87383,0.003282834,21.082
0.5004,5.62407,0.001992064,21.246
0.3685,4.19731,0.001376516,18.95
0.0845,1.1288,0.000584895,34.133
0.0682,0.23466,0.000283649,32.648
0.1362,0.331976,0.00112551,35.701
0.2559,2.02688,0.001222527,43.079
0.5356,5.00716,0.003500016,30.038
0.5822,7.48311,0.003672656,26.151
0.4554,7.39751,0.004158992,26.339
0.3444,6.89904,0.00341835,33.965
0.2815,4.6487,0.00252339,25.277
0.1077,1.38326,0.001147505,29.254
0.0321,0.230685,0.000759767,40.511
0.0302,0.0196146,0.000569032,38.838
0.0282,0.0587898,0.000413932,30.356
0.0923,0.215124,0.001692061,22.725
0.2159,1.64547,0.001918454,37.929
0.4464,4.612,0.004104057,34.65
0.5747,6.76454,0.004008256,34.494
0.654,8.56415,0.004546663,26.864
0.5002,7.02209,0.003915038,26.255
0.2329,3.33172,0.001593933,34.945
0.1011,1.16547,0.000788674,38.776
0.0792,0.269209,0.00091082,38.218
0.0734,0.125853,0.001315214,37.089
0.1567,0.426339,0.001425323,37.71
0.4231,2.28441,0.001563451,43.895
0.6594,5.38517,0.003359404,35.152
0.612,8.0671,0.004127562,23.607
0.6182,8.13601,0.00408063,28.697
0.743,7.43373,0.002628956,19.849
0.3413,3.91435,0.002897503,21.668
0.1319,1.12634,0.001416491,18.651
0.0303,0.027437,0.001055534,18.787
0.057,0.117498,0.000848994,13.566
0.1788,0.3805,0.001527133,22.766
0.3279,1.32009,0.002117075,29.744
0.4111,4.10057,0.004271779,31.362
0.5282,7.38296,0.004581605,29.746
0.661,7.68311,0.003125838,24.603
0.3807,6.75263,0.003541406,25.706
0.3643,3.8901,0.002154054,17.503
0.0912,1.13804,0.001091435,26.941
0.0417,0.203538,9.56E-05,28.882
0.0495,0.0521992,0.000965889,27.174
0.0342,0.0990164,0.001062003,21.425
0.1436,0.294629,0.001381499,26.235
0.4433,2.23875,0.001857126,38.655
0.383,4.89391,0.004136134,33.538
0.6156,7.02,0.003871359,24.769
0.5577,7.92728,0.00356509,24.156
0.5382,6.56854,0.002916704,16.69
0.2609,3.45281,0.002348496,29.357
0.1412,1.55593,0.011142445,37.64
0.0814,0.302884,0.008025661,32.238
0.035,0.0452495,0.014251413,34.4
0.0412,0.0599421,0.013815429,32.035
0.0369,0.0420331,0.02315606,25.534
0.1294,0.209863,0.006460941,13.407
0.3541,2.19946,0.009525215,27.707
0.5105,4.48619,0.015942496,24.418
0.5508,7.59701,0.019716697,20.604
0.7105,7.37192,0.016896675,17.866
0.3764,6.64266,0.022584421,22.391
0.3256,4.06564,0.01849482,21
0.1541,1.63926,0.012162858,22.959
0.0703,1.26618,0.007752823,25.923
0.0369,0.0574258,0.019136562,16.57
0.0709,0.167254,0.015784876,11.802
0.3082,1.59348,0.00912795,23.023
0.6003,5.06405,0.012502636,22.078
0.7828,7.49588,0.016637519,17.249
0.9668,8.80814,0.015856889,11.461
0.8487,4.97594,0.008404928,16.107
0.297,4.07614,0.018341181,17.144
0.0789,1.26249,0.024039228,18.493
0.0415,0.225096,0.027799319,21.576
0.074,0.116297,0.012824444,21.63
0.0288,0.0239142,0.044002425,21.336
0.1948,1.12888,0.011482951,21.275
0.338,2.52028,0.014461554,21.572
0.4238,4.60144,0.020108289,18.072
0.8647,8.76976,0.016625403,13.8
0.4462,8.42039,0.029831919,17.666
0.5323,7.82129,0.025389806,17.255
0.2105,3.99696,0.029989257,16.822
0.1084,1.21201,0.025238367,23.432
0.0425,0.173579,0.034210268,28.56
0.0359,0.0602762,0.046718151,29.901
0.031,0.0434887,0.057591981,26.951
0.0493,0.208311,0.035789369,28.925
0.0708,0.335115,0.040687238,29.651
0.3111,2.08928,0.01411314,33.834
0.6235,5.4533,0.015272959,19.654
0.5231,7.37591,0.022632333,19.317
0.5739,7.87487,0.024536564,24.455
0.2868,6.0023,0.034605879,26.456
0.2305,3.73875,0.024088771,27.662
0.1018,1.3359,0.027832155,32.709
0.0447,0.277471,0.049384432,37.504
0.0228,0.0644913,0.067342857,17.584
0.0953,0.20739,0.020488244,17.375
0.3041,1.83801,0.01245056,30.96
0.6607,5.88322,0.017595586,28.754
0.663,8.64016,0.022308439,22.131
0.5538,9.41602,0.02750106,18.091
0.4882,8.17137,0.026438054,16.652
0.2905,4.5183,0.02352713,13.915
0.1099,1.48382,0.022199768,16.796
0.0345,0.261098,0.03966379,23.477
0.119,0.270049,0.02106434,12.945
0.2482,2.02378,0.013925855,33.241
0.5516,5.18347,0.018797845,28.525
0.6803,8.22497,0.025960956,25.992
1.0109,8.3847,0.018277097,14.534
0.5174,7.25836,0.027755264,15.804
0.242,3.86909,0.025101253,23.338
0.1156,1.51447,0.028578039,25.756
0.0537,0.169477,0.04788445,28.48
0.0497,0.336205,0.011428899,16.071
0.1558,0.104729,0.016421043,15.987
0.2927,2.32186,0.012086182,32.616
0.475,5.94968,0.019523515,25.52
0.6835,9.27287,0.021235794,24.419
0.7269,9.8633,0.021566217,20.956
0.4194,7.46925,0.025526708,18.905
0.1684,4.13138,0.032718737,32.749
0.4844,6.52557,0.024937057,17.552
0.2871,4.1847,0.023842608,23.502
0.1263,2.48436,0.017973277,27.33
0.0604,0.251442,0.016708555,31.399
0.0535,0.0246163,0.014091957,30.404
0.0817,0.252912,0.003856527,30.4
0.0819,0.519519,0.018237377,31.64
0.2517,3.49262,0.036978704,30.447
0.4959,12.9992,0.032454831,27.508
0.3772,14.6456,0.043458031,25.042
0.3183,12.0158,0.046339047,19.17
0.3478,8.89815,0.038235085,11.805
0.2268,5.54172,0.037676438,12.292
0.0998,2.43674,0.032844823,17.881
0.0757,0.592824,0.008812413,25.489
0.038,0.273315,0.01260906,27.584
0.0759,0.18903,0.023662925,28.15
0.0985,0.38821,0.031540181,28.173
0.1625,1.81269,0.033730851,28.247
0.4342,10.4022,0.028541321,26.488
0.3063,15.7614,0.050482106,26.305
0.4851,13.6768,0.039940442,18.829
0.3584,9.73298,0.039391143,17.977
0.144,5.99458,0.053534162,25.363
0.1157,3.23393,0.027132771,26.025
0.1135,0.608393,0.004898759,27.856
0.0539,0.041584,0.00713996,29.988
0.1067,0.530287,0.025585906,30.935
0.1694,1.12877,0.028100956,31.354
0.2412,2.52152,0.020043904,28.063
0.3181,10.7353,0.03960691,27.828
0.4534,16.0838,0.039817143,25.947
0.4036,12.0685,0.038437632,26.166
0.4576,9.18442,0.031844917,21.742
0.3458,5.77247,0.022047553,11.675
0.1295,2.0465,0.0188796,22.792
0.061,0.269514,0.005781071,27.011
0.0583,0.124862,0.002980971,26.453
0.3029,10.7878,0.047384083,27.456
0.3731,16.3823,0.0560001,22.747
0.4123,13.6787,0.050800088,20.46
0.5837,8.55008,0.02337715,10.758
0.3014,6.57126,0.03517996,15.337
0.1341,2.48558,0.025098376,10.678
0.0394,0.35707,0.005198731,17.025
0.076,0.346407,0.001857349,23.9
0.0477,0.08024,0.005064372,26.275
0.0712,0.425577,0.015093611,26.817
0.1175,0.759518,0.026279576,26.365
0.2733,6.41724,0.033553919,26.419
0.3495,12.7804,0.041640415,24.569
0.3214,13.1475,0.052408062,22.71
0.317,13.9194,0.063656243,26.221
0.3934,10.726,0.048472023,20.016
0.3145,8.78994,0.044329178,15.888
0.101,0.628595,0.001868687,25.95
0.0665,0.274364,0.011231537,29.055
0.1071,0.645118,0.024102622,29.414
0.3297,3.20161,0.021677438,27.187
0.3712,10.3479,0.036838604,26.273
0.4267,15.6835,0.036418986,24.741
0.5035,13.4416,0.028001336,18.458
0.3482,6.90467,0.021508868,10.282
0.1746,3.64146,0.020753078,12.128
0.0935,0.616534,0.009750292,21.908
0.3473,7.57393,0.032689013,20.833
0.1771,3.2424,0.018366843,21.321
0.126,0.661884,0.006422547,27.001
0.3729,11.729,0.030467759,26.136
0.5027,15.502,0.035277204,23.194
0.3393,12.4232,0.051654581,23.098
0.3877,10.9431,0.044549118,22.513
0.23,7.08057,0.036877919,22.104
0.1492,3.05887,0.028831461,22.109
0.1178,0.509366,0.004951002,22.104
0.1302,0.679482,0.008166283,22.111
0.1609,0.953928,0.025095607,22.097
0.2988,3.41645,0.026938478,22.104
0.6214,12.6188,0.022513039,22.109
0.5675,16.485,0.035357333,22.104
0.6413,13.0417,0.025901493,22.106
0.3433,9.44913,0.035913701,22.097
0.268,7.90552,0.036450192,22.104
0.133,2.79281,0.026610442,22.109
0.0588,0.277788,0.015345541,22.109
0.1281,0.843541,0.034442705,22.106
0.4265,4.55666,0.020966618,22.104
0.421,11.8145,0.039157425,22.097
0.4485,15.012,0.049038465,22.104
0.4927,13.9119,0.050848445,22.109
0.5512,9.71696,0.032809672,22.106
0.3746,6.40084,0.022354121,22.104
0.1695,2.33168,0.010399766,22.097
0.0485,0.0524896,0.002112357,22.096
0.1225,0.596383,0.023006392,22.109
0.2583,2.76234,0.033315334,22.104
0.2261,8.18617,0.047802767,22.106
0.3611,16.4433,0.057709646,22.104
0.5378,15.5306,0.04375671,22.097
0.2893,9.40379,0.042902035,22.109
0.2481,7.23576,0.027332204,23.713
0.1251,2.75798,0.01072747,26.518
0.1436,1.05048,0.025311166,26.521
0.4191,3.99462,0.020221918,26.524
0.3787,12.7453,0.041742923,26.532
0.4358,15.3279,0.050584932,26.524
0.3224,12.5377,0.062330024,26.518
0.3051,9.46961,0.066935824,26.521
0.2458,7.39355,0.060629519,26.524
0.1717,3.2913,0.025767563,26.532
0.0699,0.653607,0.006699773,26.524
0.0832,0.206436,0.004012203,26.526
0.1772,1.43174,0.028113866,26.521
0.2582,3.09191,0.029112472,26.524
0.4971,11.6581,0.028543262,26.532
0.3301,14.8096,0.047170762,26.524
0.4798,11.2037,0.034478551,26.521
0.2846,6.74453,0.028610859,26.524
0.1492,3.07978,0.026807986,26.532
0.0748,0.426522,0.009114784,26.524
0.0579,0.293834,0.00784078,26.532
0.1652,0.59418,0.015388077,26.518
0.2775,2.0169,0.020157453,26.524
0.3836,10.0795,0.028465916,26.521
0.3829,16.3485,0.044540176,26.524
0.5613,15.0925,0.030712543,26.532
0.4775,9.54201,0.025147954,26.518
0.2238,6.94679,0.038886013,26.524
0.155,2.99723,0.022682159,26.521
0.0872,0.531358,0.00346773,26.524
0.3325,5.18072,0.028203977,26.258
0.317,14.0112,0.047626758,27.062
0.4603,17.7587,0.045928428,23.236
0.7879,12.4492,0.02394177,19.203
0.4162,9.39918,0.038126232,20.97
0.2289,8.08556,0.048634859,25.532
0.0905,3.51428,0.031284371,28.25
0.0492,0.689245,0.01050209,28.677
0.1652,0.924431,0.003343253,45.928
0.1844,0.715397,0.003104631,48.225
0.1191,1.12841,0.006770277,49.484
0.2383,3.29425,0.012732604,48.135
0.5517,6.5779,0.015334401,33.981
0.6027,8.74144,0.015413505,29.932
0.6828,4.97071,0.011318436,35.441
0.6805,9.32755,0.017073137,39.676
0.4571,7.3616,0.019054053,39.262
0.2551,4.71505,0.014549116,46.895
0.1251,3.45317,0.018071177,47.167
0.0661,1.06634,0.010665488,50.875
0.0995,0.506562,0.00846819,49.417
0.1429,0.616295,0.009484578,48.497
0.2329,1.25201,0.008982895,48.207
0.2805,1.02549,0.004040417,49.383
0.3022,6.08434,0.017317272,50.14
0.6104,9.65188,0.019937944,35.645
0.8371,10.7263,0.015985699,23.405
0.8461,8.48306,0.014171313,25.013
0.8038,5.59374,0.013574213,30.673
0.3902,6.76669,0.016641082,34.6
0.3029,3.53809,0.012370491,38.785
0.1763,1.29289,0.007684722,43.998
0.1253,0.434228,0.004366956,48.594
0.1136,0.0528297,0.002111756,44.942
0.1087,0.237246,0.004447423,47.071
0.2004,1.58763,0.011992226,50.322
0.5838,8.0318,0.017510627,41.229
0.5654,10.19,0.018365879,34.077
0.4969,10.4527,0.024584179,40.295
0.7669,8.5108,0.019343811,44.934
0.8292,11.2973,0.016883789,40.685
0.522,5.04177,0.012744986,35.136
0.2417,3.31157,0.010978582,45.163
0.3241,1.80766,0.007713122,45.499
0.1255,0.231372,0.005332621,48.534
0.1737,0.133604,0.001881911,45.587
0.3111,1.37755,0.010017532,46.264
0.4959,5.1257,0.014248182,42.43
0.369,8.46803,0.016709264,42.845
0.7986,8.89149,0.017400032,39.144
1.0986,11.2649,0.014959972,25.792
0.6197,7.50093,0.016442054,42.249
0.4079,6.15927,0.014596424,43.275
0.3272,3.15035,0.011320016,39.886
0.201,0.991185,0.005901678,45.821
0.1358,0.0267997,0.001646716,47.675
0.1957,0.39446,0.006096814,41.263
0.5547,6.47084,0.014046899,37.789
0.8045,11.0277,0.017714709,28.887
0.9124,6.91039,0.01352406,19.469
0.4776,8.87135,0.023919457,35.888
0.5096,10.6832,0.023075599,40.261
0.4086,7.74991,0.020096435,38.649
0.2459,2.447,0.016225558,39.884
0.1469,1.09327,0.010738364,38.104
0.1276,0.431027,0.010479341,46.97
0.0891,0.260505,0.00661249,51.693
0.0758,0.220315,0.006793311,36.747
0.2573,2.14424,0.013125257,43.92
0.3989,6.17029,0.019206377,40.76
0.6269,10.9967,0.022660454,30.628
0.5337,8.08272,0.019150025,33.589
0.5745,9.64664,0.023743802,39.103
0.7367,7.45398,0.016248367,28.484
0.4257,7.09851,0.017636861,31.575
0.241,2.09639,0.013149839,29.95
0.1166,0.893738,0.00913664,38.852
0.0903,0.232399,0.004836937,46.331
0.0603,0.202172,0.007289444,44.885
0.0438,0.168471,0.007932703,43.301
0.109,0.181047,0.007154815,43.571
0.3341,3.37222,0.013416826,42.607
0.3119,9.83686,0.025167618,43.096
0.4945,7.53647,0.02046423,45.29
0.7564,10.5983,0.01974197,30.753
0.6344,7.51785,0.019183118,27.751
0.2654,5.38728,0.020496842,30.365
0.3153,3.33629,0.013659335,35.282
0.1025,1.32133,0.012525963,40.458
0.1696,0.771298,0.007980011,43.918
0.1143,0.531923,0.008761749,42.089
0.2217,1.14981,0.010228827,42.459
0.286,3.07401,0.016617725,41.956
0.3394,8.24798,0.026668805,37.947
0.3648,10.8416,0.03440108,40.275
0.6399,7.52582,0.023721955,33.84
0.6479,13.5877,0.032335768,38.069
0.4915,9.68509,0.029823667,38.14
0.2405,6.86927,0.032566349,44.101
0.2215,6.06704,0.026097016,45.387
0.1158,2.41527,0.021241803,44.119
0.0906,0.708614,0.015905423,46.995
0.2472,3.08976,0.02271565,18.709
0.263,4.16398,0.024632789,20.261
0.5456,8.51181,0.024951753,19.419
0.5598,11.1372,0.028874358,19.693
0.9305,8.83832,0.014555346,14.215
0.5642,6.74712,0.014931173,8.054
0.2841,3.71812,0.020423919,11.891
0.1663,1.39263,0.010051074,13.736
0.117,0.546385,0.012788006,20.529
0.2291,0.730684,0.012999979,17.455
0.2473,1.4138,0.013371945,19.955
0.198,2.70646,0.029904045,22.16
0.4374,6.35585,0.019852949,17.715
0.6698,8.92273,0.017600499,10.29
0.6463,10.2527,0.023006138,10.412
0.5798,9.98685,0.023455145,17.441
0.3331,7.13586,0.030018877,20.078
0.2147,3.65016,0.03718346,20.95
0.0977,1.18041,0.03055668,23.449
0.1405,0.474454,0.01598183,22.746
0.2141,0.986866,0.002212489,22.204
0.0793,0.426902,0.058247319,24.704
0.2384,3.36426,0.017145292,22.101
0.3469,6.4713,0.025467787,19.248
0.5043,11.0205,0.027060803,18.422
0.5107,10.9091,0.027468206,14.239
0.773,11.7543,0.023407448,12.777
0.8076,10.2676,0.019561136,7.445
0.7103,7.3024,0.013818027,9.001
0.2543,4.40269,0.02125906,14.877
0.1459,1.26955,0.017205791,22.22
0.1183,0.744629,0.017074027,20.628
0.0464,0.302545,0.047824081,26.489
0.1506,1.33302,0.034867524,29.432
0.1571,2.88141,0.039326096,30.852
0.5588,7.44199,0.019458058,23.995
0.7966,10.4167,0.019111981,16.618
0.8949,10.7956,0.01695919,11.863
0.4533,10.6488,0.030377458,13.81
0.8843,8.61849,0.013717428,10.688
0.4136,7.90442,0.024766255,13.028
0.32,4.28139,0.018917212,14.524
0.2497,2.33935,0.015159239,12.483
0.1815,0.980441,0.011215677,15.955
0.1298,0.451095,0.009397088,17.88
0.1838,0.820945,0.018326183,21.29
0.1386,1.69609,0.032030314,27.898
0.3374,5.1796,0.02331894,26.326
0.6572,7.97651,0.017590218,22.449
0.4899,10.3922,0.027391803,21.761
0.7839,9.83322,0.019043392,21.605
0.755,8.11126,0.017899551,10.284
0.2364,5.17803,0.037460651,10.222
0.4148,4.65637,0.016427913,15.566
0.1106,1.5342,0.025942124,21.66
0.0674,0.252774,0.047864383,26.948
0.1585,0.739462,0.016207156,28.755
0.2518,2.06043,0.020889594,28.456
0.3076,3.22406,0.014629502,26.96
0.3496,5.66105,0.017762581,23.572
0.5161,8.0606,0.016430488,17.096
0.6609,10.0883,0.012469906,14.47
0.7283,10.4461,0.011843934,9.451
0.6969,9.88094,0.019497905,10.112
0.4296,6.58524,0.018854423,10.856
0.2365,3.45799,0.021076816,15.87
0.1683,1.30983,0.014191595,22.352
0.0651,0.272157,0.015677678,22.081
0.0997,0.338922,0.019824423,27.557
0.1084,0.37876,0.018680913,23.588
0.2903,3.10476,0.013620027,27.401
0.487,5.05308,0.015955738,21.823
0.6663,10.0132,0.018546033,12.386
0.9693,10.2026,0.013428986,7.541
0.8666,8.40092,0.012611662,6.026
1.2477,5.67824,0.00685873,5.338
0.6908,6.10933,0.009174116,4.937
0.2053,3.10552,0.016793561,5.2
0.238,1.77673,0.007883789,5.674
0.1556,0.738536,0.012370793,7.755
0.2398,2.38693,0.013825254,15.835
0.4448,6.46995,0.018491199,13.448
0.4093,8.90281,0.022725304,18.042
0.5744,12.3197,0.025046569,17.666
0.6428,10.8548,0.025303048,16.873
0.8545,8.70888,0.016564966,9.059
0.5649,6.05134,0.015977931,6.057
0.339,4.25089,0.01638182,6.793
0.0963,1.37865,0.021092349,15.166
0.133,0.576086,0.006105625,21.371
0.1398,0.638501,0.009950752,24.387
0.0531,0.268759,0.025018043,25.836
0.196,2.12385,0.016306548,24.88
0.5133,6.80377,0.014904659,18.629
